communication_diff,emotional_openness_diff,social_nature_diff,independence_diff,family_orientation_diff,financial_attitude_diff,career_orientation_diff,adventure_diff,conflict_handling_diff,lifestyle_preference_diff,comm_x_conflict_diff,finance_x_career_diff,family_x_lifestyle_diff,mean_abs_diff,max_abs_diff,euclidean_distance,compatibility_score
5.22,38.76,21.6,19.62,25.71,15.61,28.01,15.17,2.32,11.39,0.12,4.37,2.93,18.34,38.76,66.6,83.08
42.42,5.15,27.94,22.13,14.19,15.11,24.89,12.67,21.61,23.17,9.17,3.76,3.29,20.93,42.42,72.86,79.73
2.69,13.34,53.89,35.03,42.39,1.77,0.68,20.32,13.38,37.14,0.36,0.01,15.74,22.06,53.89,89.93,80.73
1.92,24.95,40.19,30.27,0.58,27.81,10.85,17.36,6.24,20.9,0.12,3.02,0.12,18.11,40.19,69.47,88.54
4.01,10.95,40.85,2.39,3.98,35.01,1.69,8.47,8.13,3.31,0.33,0.59,0.13,11.88,40.85,56.6,87.79
17.71,20.55,17.09,3.23,2.16,0.53,0.36,18.35,7.2,7.66,1.28,0.0,0.17,9.48,20.55,38.61,88.92
6.04,23.17,42.19,1.93,15.62,0.64,15.98,17.02,20.23,1.48,1.22,0.1,0.23,14.43,42.19,59.65,82.48
17.88,15.36,1.43,0.68,2.59,7.45,7.67,6.32,6.6,9.92,1.18,0.57,0.26,7.59,17.88,29.35,88.5
6.92,5.16,19.46,32.64,6.56,6.45,18.12,44.37,15.24,22.91,1.05,1.17,1.5,17.78,44.37,68.24,87.03
1.54,19.15,23.49,16.07,2.88,5.11,2.75,8.47,11.57,22.91,0.18,0.14,0.66,11.39,23.49,44.17,90.4
13.1,34.58,7.74,0.86,8.74,49.35,25.5,3.61,0.29,29.74,0.04,12.58,2.6,17.35,49.35,74.08,78.93
4.75,34.53,24.76,22.44,34.12,38.58,39.48,34.0,18.9,22.22,0.9,15.23,7.58,27.38,39.48,92.46,76.26
21.09,23.85,12.49,28.73,26.98,7.9,21.35,4.54,9.37,9.71,1.98,1.69,2.62,16.6,28.73,58.68,81.01
2.18,23.62,21.49,7.49,18.66,30.31,13.38,4.74,4.93,20.46,0.11,4.06,3.82,14.73,30.31,54.7,85.25
1.4,20.7,19.52,7.05,13.91,12.7,0.74,24.54,22.94,0.51,0.32,0.09,0.07,12.4,24.54,48.43,92.19
11.25,0.77,6.8,28.63,70.37,9.21,5.67,19.59,8.45,0.43,0.95,0.52,0.3,16.12,70.37,80.73,80.32
15.35,24.77,14.34,0.94,42.22,6.99,22.61,72.35,38.29,37.79,5.88,1.58,15.95,27.56,72.35,107.36,68.6
5.5,7.01,31.03,13.41,18.07,6.44,31.2,0.0,20.59,7.02,1.13,2.01,1.27,14.03,31.2,55.11,85.05
27.07,24.7,38.41,10.25,23.97,12.86,3.37,13.5,12.64,15.63,3.42,0.43,3.75,18.24,38.41,65.27,78.98
14.86,14.21,14.71,2.11,12.11,16.87,25.46,28.25,14.45,2.59,2.15,4.3,0.31,14.56,28.25,52.32,87.85
11.53,13.4,44.54,7.32,19.27,3.49,28.01,16.42,9.89,17.72,1.14,0.98,3.41,17.16,44.54,64.81,84.94
4.29,4.01,10.59,0.27,29.58,13.1,23.43,1.11,5.81,12.18,0.25,3.07,3.6,10.44,29.58,43.88,88.18
11.4,25.23,15.84,6.85,1.06,9.59,0.0,7.91,29.23,2.48,3.33,0.0,0.03,10.96,29.23,45.61,87.49
1.52,6.48,16.94,39.63,39.6,10.81,3.56,33.26,28.03,16.04,0.43,0.38,6.35,19.59,39.63,75.82,82.9
11.34,1.06,11.49,14.79,2.25,1.95,0.05,3.72,19.0,19.29,2.15,0.0,0.43,8.49,19.29,35.16,89.02
9.94,24.82,5.12,28.44,47.15,22.61,20.73,12.02,17.43,19.95,1.73,4.69,9.41,20.82,47.15,74.56,77.63
3.47,22.04,1.45,15.31,8.93,19.89,3.43,10.07,5.13,14.93,0.18,0.68,1.33,10.47,22.04,39.65,87.71
0.76,39.34,10.65,0.08,4.4,10.28,1.14,14.33,20.61,10.41,0.16,0.12,0.46,11.2,39.34,50.26,84.91
5.92,9.78,54.97,24.29,34.21,20.02,18.46,30.21,29.12,60.54,1.72,3.7,20.71,28.75,60.54,105.26,70.02
8.87,24.29,11.51,12.41,24.93,19.23,6.11,6.48,6.27,17.23,0.56,1.17,4.3,13.73,24.93,48.6,85.28
8.4,46.05,16.95,8.03,5.59,8.69,30.72,14.98,30.84,11.1,2.59,2.67,0.62,18.14,46.05,69.94,81.15
7.29,15.06,5.2,13.6,21.36,11.21,12.56,1.13,16.44,10.51,1.2,1.41,2.24,11.44,21.36,40.17,84.88
3.72,18.18,31.08,12.75,14.97,22.84,11.24,42.82,17.03,44.43,0.63,2.57,6.65,21.9,44.43,80.26,81.54
16.39,4.0,4.68,7.72,15.9,3.07,6.72,5.47,6.76,5.29,1.11,0.21,0.84,7.6,16.39,27.87,88.99
26.19,0.25,51.73,7.4,15.64,18.46,4.88,21.2,18.15,7.08,4.75,0.9,1.11,17.1,51.73,69.68,79.28
1.36,4.17,24.87,48.26,39.33,30.47,1.03,56.99,8.85,26.46,0.12,0.31,10.41,24.18,56.99,97.31,78.28
33.31,25.32,17.34,13.03,23.36,1.99,5.64,36.53,7.82,41.28,2.6,0.11,9.64,20.56,41.28,76.82,79.31
9.31,24.67,6.64,15.01,7.63,30.56,4.76,16.65,7.61,51.7,0.71,1.45,3.94,17.45,51.7,70.63,79.23
0.28,6.2,3.93,24.37,54.79,51.09,1.07,37.58,1.94,27.27,0.01,0.55,14.94,20.85,54.79,91.76,79.62
13.87,19.17,23.85,25.62,18.33,21.74,16.03,42.54,0.18,55.61,0.02,3.48,10.19,23.7,55.61,88.05,78.16
13.67,3.44,30.81,19.1,15.2,28.12,5.76,5.69,8.61,8.77,1.18,1.62,1.33,13.92,30.81,52.45,86.68
5.06,12.8,29.37,26.97,12.01,15.77,6.69,17.52,21.21,0.62,1.07,1.06,0.07,14.8,29.37,54.54,86.9
5.51,15.66,11.09,14.28,8.6,4.28,13.16,33.5,6.65,22.16,0.37,0.56,1.91,13.49,33.5,50.25,88.11
1.03,8.06,2.35,18.15,42.75,39.95,12.17,30.74,3.02,39.84,0.03,4.86,17.03,19.81,42.75,80.71,81.26
3.88,4.37,4.22,3.31,16.23,9.99,4.37,7.4,4.23,22.87,0.16,0.44,3.71,8.09,22.87,32.26,91.21
22.25,10.6,15.06,6.58,15.8,8.59,1.08,19.64,3.87,28.57,0.86,0.09,4.51,13.2,28.57,49.18,89.97
7.92,28.85,10.13,10.03,39.82,6.19,43.35,9.34,9.2,14.05,0.73,2.68,5.59,17.89,43.35,70.5,82.7
15.73,26.51,9.12,22.83,19.75,52.42,16.28,49.01,38.9,49.79,6.12,8.53,9.83,30.03,52.42,106.54,68.68
4.75,40.42,24.82,12.2,3.48,12.64,26.85,6.76,20.68,5.81,0.98,3.39,0.2,15.84,40.42,61.82,85.26
40.29,18.83,35.91,4.69,32.22,2.97,3.16,11.18,18.57,8.42,7.48,0.09,2.71,17.62,40.29,69.91,78.17
33.03,22.32,7.72,26.76,28.74,4.95,22.39,20.7,6.71,12.71,2.22,1.11,3.65,18.6,33.03,65.96,79.76
13.48,36.15,28.67,22.47,24.27,33.98,2.24,11.04,16.44,16.01,2.22,0.76,3.89,20.47,36.15,72.19,76.09
12.33,10.09,14.33,13.52,50.01,31.51,0.48,36.67,2.76,1.9,0.34,0.15,0.95,17.36,50.01,74.11,87.43
1.15,10.13,25.44,8.47,24.03,9.06,13.93,6.73,19.74,15.73,0.23,1.26,3.78,13.44,25.44,48.57,83.24
7.35,15.68,10.51,13.6,19.05,21.09,5.85,33.61,2.61,20.74,0.19,1.23,3.95,15.01,33.61,54.81,86.48
1.95,37.32,4.02,12.4,35.61,20.27,32.49,10.9,37.31,19.32,0.73,6.59,6.88,21.16,37.32,78.64,79.94
13.75,13.34,23.87,10.76,15.5,7.55,5.05,15.61,25.26,20.97,3.47,0.38,3.25,15.17,25.26,51.93,79.3
27.43,13.7,19.29,4.06,23.07,12.68,2.62,11.53,14.75,7.04,4.05,0.33,1.62,13.62,27.43,49.28,82.18
13.1,4.93,1.16,28.19,17.57,8.76,28.24,5.25,25.92,11.65,3.4,2.47,2.05,14.48,28.24,54.86,85.63
28.4,5.59,18.25,9.07,23.07,8.41,0.47,23.01,8.13,28.7,2.31,0.04,6.62,15.31,28.7,57.23,82.67
26.99,25.09,28.26,2.68,17.89,1.6,11.32,43.42,0.03,26.0,0.01,0.18,4.65,18.33,43.42,71.94,83.87
45.36,13.48,30.78,2.12,20.68,12.69,1.89,5.5,25.63,35.68,11.63,0.24,7.38,19.38,45.36,75.79,72.52
5.9,10.32,8.99,5.75,19.39,15.91,3.46,35.68,12.54,7.42,0.74,0.55,1.44,12.54,35.68,48.8,87.09
23.5,2.21,3.74,6.59,6.41,4.45,5.6,30.34,22.18,9.29,5.21,0.25,0.6,11.43,30.34,46.96,85.41
11.54,8.94,21.07,21.88,22.86,21.44,14.49,25.7,17.33,40.17,2.0,3.11,9.18,20.54,40.17,70.02,82.15
27.75,10.36,23.5,9.9,13.63,9.21,34.18,12.08,6.77,4.5,1.88,3.15,0.61,15.19,34.18,56.38,80.99
1.54,16.74,34.99,14.1,3.42,11.95,15.61,36.65,26.22,29.03,0.4,1.87,0.99,19.02,36.65,70.55,81.92
21.54,15.79,9.67,3.86,3.45,16.56,33.23,26.32,3.44,14.93,0.74,5.5,0.52,14.88,33.23,56.03,83.69
6.13,10.18,4.68,34.18,12.2,13.49,0.28,39.77,6.91,7.85,0.42,0.04,0.96,13.57,39.77,57.91,88.97
12.24,7.73,3.95,57.94,21.12,12.85,32.22,40.79,13.42,39.35,1.64,4.14,8.31,24.16,57.94,92.87,78.78
11.72,7.52,34.38,8.24,31.6,23.27,7.42,15.31,22.08,33.72,2.59,1.73,10.66,19.53,34.38,69.98,81.23
16.93,0.23,39.16,4.69,6.35,8.06,6.86,19.13,13.31,8.96,2.25,0.55,0.57,12.37,39.16,51.17,87.5
7.51,3.2,21.85,8.1,23.24,44.79,9.37,33.12,16.98,26.03,1.28,4.2,6.05,19.42,44.79,72.84,79.12
19.12,0.97,25.48,33.69,36.0,29.61,33.82,56.03,27.22,53.36,5.2,10.01,19.21,31.53,56.03,110.43,69.52
10.23,27.2,3.18,13.13,9.86,21.29,15.7,41.57,8.63,7.22,0.88,3.34,0.71,15.8,41.57,60.65,87.21
13.05,6.29,50.98,25.33,28.79,33.62,4.37,37.4,7.11,8.22,0.93,1.47,2.37,21.51,50.98,83.34,86.34
22.11,15.39,44.97,3.01,14.03,5.05,19.39,31.04,25.45,48.3,5.63,0.98,6.78,22.87,48.3,85.44,78.56
10.44,6.53,9.61,12.15,3.13,15.34,3.24,3.35,10.48,33.64,1.09,0.5,1.05,10.79,33.64,43.59,84.31
28.25,9.16,9.16,14.05,4.17,8.33,20.64,8.33,27.77,40.38,7.85,1.72,1.68,17.02,40.38,64.4,78.49
2.55,3.06,2.85,9.64,2.25,12.63,13.0,14.59,52.36,23.12,1.34,1.64,0.52,13.61,52.36,62.77,79.49
21.95,8.97,3.71,30.88,0.15,10.6,15.51,1.9,5.92,15.44,1.3,1.64,0.02,11.5,30.88,46.47,87.67
35.35,0.0,34.58,4.36,12.63,6.23,13.76,26.64,21.04,30.05,7.44,0.86,3.8,18.46,35.35,70.05,82.21
4.34,19.2,27.99,14.94,14.97,7.09,23.35,8.21,15.08,40.79,0.65,1.66,6.11,17.6,40.79,64.6,83.78
10.53,1.19,3.65,46.86,20.12,2.18,3.79,40.48,3.63,3.2,0.38,0.08,0.64,13.56,46.86,66.39,87.64
11.63,38.36,13.88,70.52,15.02,1.17,13.44,39.0,1.34,14.27,0.16,0.16,2.14,21.86,70.52,94.38,88.11
5.19,1.35,35.61,23.46,33.22,9.86,8.14,3.56,7.13,19.62,0.37,0.8,6.52,14.71,35.61,59.69,87.39
25.4,0.22,12.44,16.63,35.85,2.26,19.34,22.91,6.74,6.95,1.71,0.44,2.49,14.87,35.85,57.96,83.83
10.57,6.36,30.31,20.06,24.99,30.15,28.55,13.19,0.31,14.75,0.03,8.61,3.69,17.92,30.31,64.91,84.34
1.12,19.54,18.6,23.87,36.93,10.66,52.86,6.04,25.95,20.13,0.29,5.63,7.43,21.57,52.86,81.76,77.89
12.33,7.95,51.85,22.26,25.1,14.54,33.54,38.08,0.57,19.48,0.07,4.88,4.89,22.57,51.85,84.83,83.8
6.42,15.82,9.21,7.02,19.17,11.59,13.56,26.42,29.1,8.48,1.87,1.57,1.63,14.68,29.1,52.23,85.86
5.04,11.08,0.19,6.24,38.67,1.05,38.01,7.48,14.31,14.22,0.72,0.4,5.5,13.63,38.67,59.93,84.51
0.0,4.21,0.3,24.85,17.1,9.61,21.04,3.96,13.1,7.21,0.0,2.02,1.23,10.14,24.85,41.25,93.35
10.17,11.39,21.43,10.07,13.11,5.36,27.93,24.47,20.43,12.22,2.08,1.5,1.6,15.66,27.93,54.22,86.46
8.46,25.88,16.31,39.23,35.12,46.91,2.33,53.67,21.66,28.39,1.83,1.09,9.97,27.8,53.67,100.7,73.06
15.24,7.61,33.19,5.23,16.2,1.19,22.83,9.96,7.39,16.07,1.13,0.27,2.6,13.49,33.19,51.15,87.61
11.66,17.7,3.72,30.13,27.08,19.14,30.62,9.18,19.19,9.9,2.24,5.86,2.68,17.83,30.62,62.92,83.58
0.0,24.07,1.7,2.33,14.03,4.01,7.87,34.0,0.43,17.83,0.0,0.32,2.5,10.63,34.0,48.34,90.46
18.17,21.87,18.1,23.01,17.06,9.51,8.98,21.7,30.67,19.06,5.57,0.85,3.25,18.81,30.67,62.47,84.05
14.52,13.57,7.72,33.26,42.07,5.33,10.0,24.3,19.79,11.25,2.87,0.53,4.73,18.18,42.07,67.58,82.16
4.58,42.17,40.42,24.32,7.3,10.85,16.76,27.03,12.2,33.2,0.56,1.82,2.42,21.88,42.17,80.36,82.04
1.85,6.65,17.59,7.68,25.31,22.58,6.48,5.4,0.0,28.43,0.0,1.46,7.2,12.2,28.43,49.46,85.37
31.99,3.34,39.22,18.11,12.95,21.1,13.44,51.01,21.95,19.12,7.02,2.84,2.48,23.22,51.01,84.52,76.33
12.07,7.7,6.93,2.11,9.66,14.65,21.57,59.48,12.03,34.58,1.45,3.16,3.34,18.08,59.48,76.87,83.48
24.8,1.03,35.54,18.81,25.41,12.0,3.37,38.85,26.77,5.47,6.64,0.4,1.39,19.21,38.85,72.73,79.84
17.16,14.91,14.69,9.67,0.61,8.74,21.13,6.9,5.8,24.95,1.0,1.85,0.15,12.46,24.95,45.31,91.14
2.39,17.76,20.82,2.53,5.7,24.02,16.86,19.52,17.24,13.61,0.41,4.05,0.78,14.05,24.02,50.18,86.98
27.93,5.62,3.05,15.77,18.08,14.02,6.98,25.96,10.61,11.36,2.96,0.98,2.05,13.94,27.93,50.57,83.48
0.0,4.07,28.29,53.09,24.51,7.96,4.83,33.82,12.42,40.34,0.0,0.38,9.89,20.93,53.09,85.13,81.64
29.24,13.38,12.74,20.6,27.88,4.48,5.98,21.93,5.58,9.56,1.63,0.27,2.67,15.14,29.24,55.29,84.67
27.63,15.07,18.57,9.69,3.4,7.31,0.1,17.69,7.16,22.41,1.98,0.01,0.76,12.9,27.63,48.59,85.4
21.92,7.56,12.95,32.36,15.62,40.46,12.59,37.48,9.24,0.12,2.03,5.09,0.02,19.03,40.46,72.68,81.09
24.93,14.91,4.32,15.12,19.4,20.66,1.32,16.48,17.35,12.76,4.33,0.27,2.48,14.73,24.93,51.3,84.81
42.04,1.5,8.75,16.94,22.08,22.89,26.88,52.18,23.52,21.4,9.89,6.15,4.73,23.82,52.18,87.18,71.93
10.96,21.49,4.41,20.49,54.78,2.18,1.57,51.22,23.28,8.98,2.55,0.03,4.92,19.94,54.78,85.3,77.47
10.17,13.2,34.24,22.72,20.06,15.26,5.07,8.77,25.93,51.46,2.64,0.77,10.32,20.69,51.46,77.62,79.41
28.49,16.41,7.33,41.91,1.57,10.89,0.79,42.26,8.5,10.92,2.42,0.09,0.17,16.91,42.26,70.64,86.31
1.7,13.69,11.23,1.67,16.5,11.84,7.79,10.26,6.39,19.83,0.11,0.92,3.27,10.09,19.83,36.49,90.75
17.97,32.83,5.64,11.92,16.95,9.25,1.75,5.62,19.43,8.4,3.49,0.16,1.42,12.98,32.83,49.3,83.37
22.07,5.54,23.12,18.18,7.5,32.25,3.24,4.5,15.2,6.09,3.35,1.04,0.46,13.77,32.25,52.71,85.31
10.49,10.66,35.54,10.32,20.01,11.88,1.15,0.37,26.01,1.38,2.73,0.14,0.28,12.78,35.54,53.06,82.63
44.9,25.79,17.7,6.78,24.79,9.62,2.95,11.86,6.96,10.84,3.13,0.28,2.69,16.22,44.9,63.73,81.88
3.76,1.04,27.61,28.6,21.36,8.98,2.79,33.13,8.09,13.01,0.3,0.25,2.78,14.84,33.13,58.93,88.98
21.07,18.28,19.42,26.89,32.63,1.37,1.15,72.52,4.2,33.02,0.88,0.02,10.77,23.05,72.52,96.51,79.58
11.18,19.69,34.24,9.71,19.5,8.27,23.11,15.12,8.17,1.06,0.91,1.91,0.21,15.0,34.24,55.3,86.17
3.99,2.91,17.34,21.61,33.99,7.44,24.3,46.08,4.95,31.48,0.2,1.81,10.7,19.41,46.08,75.71,80.06
5.83,12.43,5.75,24.44,19.28,10.05,31.93,10.45,5.22,4.49,0.3,3.21,0.87,12.99,31.93,49.68,85.87
20.3,35.26,36.05,1.53,29.4,15.92,23.6,18.46,26.78,13.77,5.44,3.76,4.05,22.11,36.05,76.68,76.04
22.11,22.62,29.6,7.8,15.05,7.17,8.24,23.58,13.72,33.26,3.03,0.59,5.01,18.32,33.26,64.3,76.84
23.54,14.91,2.05,8.58,6.71,11.17,9.18,10.63,15.36,25.78,3.62,1.03,1.73,12.79,25.78,46.06,84.64
33.06,1.03,14.9,9.23,31.92,12.87,16.11,7.97,8.7,7.13,2.88,2.07,2.28,14.29,33.06,55.09,84.55
10.71,10.92,4.01,1.62,36.52,11.11,24.08,5.5,3.66,52.05,0.39,2.68,19.01,16.02,52.05,71.01,81.3
6.09,1.24,6.39,7.2,30.31,11.41,7.71,1.66,17.28,1.92,1.05,0.88,0.58,9.12,30.31,39.3,89.48
19.7,13.08,15.68,4.75,13.27,2.08,3.2,28.98,1.03,27.26,0.2,0.07,3.62,12.9,28.98,51.01,89.25
21.49,3.71,24.43,10.76,25.77,32.46,26.77,17.35,11.16,21.52,2.4,8.69,5.55,19.54,32.46,67.17,81.44
28.45,29.55,3.42,13.39,20.48,33.21,10.93,12.61,21.15,2.12,6.02,3.63,0.43,17.53,33.21,64.23,78.02
21.7,35.41,27.17,26.99,6.1,34.89,1.49,12.97,15.54,16.2,3.37,0.52,0.99,19.85,35.41,71.56,77.97
20.22,32.33,40.82,5.74,18.64,15.41,21.6,33.75,24.34,49.23,4.92,3.33,9.18,26.21,49.23,91.44,74.29
7.21,0.0,48.38,25.95,52.34,5.18,8.13,33.9,15.61,22.17,1.13,0.42,11.6,21.89,52.34,88.22,84.47
19.64,8.42,10.81,22.15,14.22,21.09,12.15,26.46,11.31,11.73,2.22,2.56,1.67,15.8,26.46,53.15,85.51
25.06,14.52,26.97,9.44,0.37,8.65,36.62,34.02,20.19,18.37,5.06,3.17,0.07,19.42,36.62,70.52,80.62
10.43,0.14,8.79,10.51,10.91,22.78,25.7,3.1,25.89,9.18,2.7,5.85,1.0,12.74,25.89,48.57,88.72
18.96,12.86,14.34,25.49,24.74,13.45,8.51,7.85,25.84,1.64,4.9,1.14,0.41,15.37,25.84,54.57,82.2
2.97,8.51,19.84,7.68,26.51,21.93,7.0,2.35,30.89,13.49,0.92,1.54,3.58,14.12,30.89,53.93,80.96
25.36,11.87,2.48,65.51,25.28,16.81,6.88,24.75,9.49,53.48,2.41,1.16,13.52,24.19,65.51,98.04,76.75
22.31,48.41,18.13,7.32,26.03,38.02,14.27,20.64,4.67,3.47,1.04,5.43,0.9,20.33,48.41,77.52,78.31
31.87,25.5,17.75,8.28,19.99,18.78,20.02,5.97,17.38,24.28,5.54,3.76,4.85,18.98,31.87,64.26,76.28
15.83,15.16,7.78,14.01,8.81,16.92,2.24,30.0,5.85,22.42,0.93,0.38,1.98,13.9,30.0,50.43,91.1
8.95,28.15,9.37,15.32,5.06,13.44,3.62,55.7,7.41,34.38,0.66,0.49,1.74,18.14,55.7,75.85,84.84
6.4,10.53,9.67,1.99,13.19,3.75,1.9,10.29,4.22,1.32,0.27,0.07,0.17,6.32,13.19,23.79,97.61
17.08,13.68,33.2,9.0,35.0,18.36,12.54,53.08,0.32,52.82,0.05,2.3,18.49,24.51,53.08,94.81,82.46
4.24,2.84,3.11,4.19,14.46,15.83,23.39,36.24,19.15,33.04,0.81,3.7,4.78,15.65,36.24,61.9,85.02
14.76,22.12,44.85,6.26,18.48,5.1,3.99,35.74,25.7,18.86,3.79,0.2,3.49,19.59,44.85,73.72,81.16
33.14,16.22,14.45,4.55,17.84,2.2,4.58,2.16,25.9,19.42,8.58,0.1,3.46,14.05,33.14,54.66,79.41
11.67,18.34,5.62,29.84,12.99,24.63,22.66,0.41,8.83,17.84,1.03,5.58,2.32,15.28,29.84,55.5,84.03
3.94,0.77,23.7,25.59,11.23,37.61,23.94,25.39,0.37,4.51,0.01,9.0,0.51,15.71,37.61,63.33,89.87
1.07,0.07,22.28,29.17,12.59,4.17,3.41,15.58,12.91,23.19,0.14,0.14,2.92,12.44,29.17,49.82,89.36
21.31,38.13,7.85,3.8,10.14,17.18,21.26,32.7,17.51,31.34,3.73,3.65,3.18,20.12,38.13,72.06,77.28
21.83,16.52,0.69,37.44,12.62,23.61,20.42,42.03,4.73,22.59,1.03,4.82,2.85,20.25,42.03,74.73,82.14
0.29,24.14,19.84,3.2,3.59,22.69,26.36,36.08,5.55,14.13,0.02,5.98,0.51,15.59,36.08,61.17,83.15
24.41,7.83,3.47,15.89,3.37,23.05,9.43,39.5,7.17,3.55,1.75,2.17,0.12,13.77,39.5,56.37,85.18
11.74,1.94,51.47,10.85,15.28,20.59,22.55,3.89,6.23,14.92,0.73,4.64,2.28,15.95,51.47,65.96,84.45
17.56,6.53,4.87,0.18,34.0,3.99,20.27,14.14,1.36,22.08,0.24,0.81,7.51,12.5,34.0,51.45,87.0
32.67,43.26,9.21,26.16,38.03,0.48,23.1,20.08,1.58,34.84,0.52,0.11,13.25,22.94,43.26,85.48,78.45
15.27,21.01,4.06,2.97,5.65,36.66,1.39,0.31,3.75,18.08,0.57,0.51,1.02,10.92,36.66,49.18,84.12
11.19,50.86,3.46,9.2,19.24,33.62,9.53,1.67,29.91,18.64,3.35,3.2,3.59,18.73,50.86,75.13,75.66
11.11,31.03,42.8,12.5,13.25,31.18,37.48,57.15,15.67,32.98,1.74,11.69,4.37,28.52,57.15,101.13,75.57
14.62,20.96,11.01,1.73,22.36,27.05,19.18,21.86,4.84,8.19,0.71,5.19,1.83,15.18,27.05,54.28,86.37
29.61,0.07,6.51,17.26,29.37,5.94,19.31,24.62,6.95,36.02,2.06,1.15,10.58,17.57,36.02,66.63,84.17
15.01,10.66,4.74,10.75,3.92,3.06,31.37,40.45,1.62,20.41,0.24,0.96,0.8,14.2,40.45,59.5,87.37
11.93,3.98,42.22,13.98,4.36,4.26,13.18,17.83,8.01,14.32,0.96,0.56,0.62,13.41,42.22,54.17,86.91
13.79,36.79,45.55,29.72,19.05,25.72,21.72,36.15,13.92,27.62,1.92,5.59,5.26,27.0,45.55,90.9,74.03
19.12,7.5,40.98,30.21,48.47,12.91,24.71,33.15,5.16,32.0,0.99,3.19,15.51,25.42,48.47,91.05,79.74
11.05,13.39,20.95,11.09,15.57,2.13,5.15,0.32,11.59,31.25,1.28,0.11,4.87,12.25,31.25,47.41,86.66
3.76,11.07,16.63,1.99,20.66,44.4,6.04,18.55,17.18,29.82,0.65,2.68,6.16,17.01,44.4,66.18,82.98
6.58,4.11,25.07,0.22,2.57,7.76,21.34,29.45,30.67,35.4,2.02,1.66,0.91,16.32,35.4,65.36,84.44
0.0,1.1,22.32,20.05,0.96,31.94,10.57,0.42,17.38,5.91,0.0,3.38,0.06,11.06,31.94,48.69,90.46
11.35,4.17,3.98,30.43,0.62,18.49,6.19,11.89,0.47,25.55,0.05,1.14,0.16,11.31,30.43,47.57,89.7
1.82,9.72,45.94,1.2,26.2,22.31,3.65,17.0,32.06,17.11,0.58,0.81,4.48,17.7,45.94,70.83,82.09
8.33,9.32,1.81,3.26,27.52,34.16,25.89,5.02,6.08,14.19,0.51,8.84,3.91,13.56,34.16,55.03,84.54
1.41,29.37,23.55,32.48,40.45,4.38,7.59,21.8,17.56,17.11,0.25,0.33,6.92,19.57,40.45,72.55,84.55
15.87,1.11,19.54,2.72,17.52,11.98,5.12,10.87,19.83,5.32,3.15,0.61,0.93,10.99,19.83,40.73,85.38
11.1,12.04,2.29,6.63,9.19,13.48,2.22,6.24,8.51,7.21,0.94,0.3,0.66,7.89,13.48,27.42,90.19
3.13,6.74,1.72,35.49,20.95,13.63,8.5,13.51,8.39,28.87,0.26,1.16,6.05,14.09,35.49,55.69,86.07
4.88,33.62,2.43,24.32,7.22,0.89,1.28,3.11,21.38,7.12,1.04,0.01,0.51,10.63,33.62,48.21,88.24
3.38,9.44,39.38,2.64,0.67,2.62,2.01,7.33,8.55,40.63,0.29,0.05,0.27,11.66,40.63,58.71,87.33
13.69,8.58,4.54,14.77,4.11,9.6,32.37,13.43,34.45,12.72,4.72,3.11,0.52,14.83,34.45,56.44,79.98
25.49,6.42,23.62,16.3,26.85,40.74,5.5,36.63,9.05,13.85,2.31,2.24,3.72,20.45,40.74,74.44,76.85
13.18,10.59,19.78,12.27,31.94,26.12,11.47,25.77,36.42,8.87,4.8,3.0,2.83,19.64,36.42,68.78,74.24
26.64,11.12,13.54,11.94,25.87,22.95,8.95,38.24,42.32,54.06,11.27,2.05,13.99,25.56,54.06,92.79,68.22
29.42,42.32,23.85,6.81,14.42,26.01,21.07,32.18,15.59,23.05,4.59,5.48,3.32,23.47,42.32,80.06,75.11
4.58,46.42,13.93,0.58,0.4,33.55,11.24,21.18,11.4,4.92,0.52,3.77,0.02,14.82,46.42,65.0,83.52
0.53,14.88,7.99,2.06,20.36,43.16,14.09,69.59,29.54,47.21,0.16,6.08,9.61,24.94,69.59,103.5,73.95
15.15,30.09,8.77,0.5,34.37,12.24,11.53,49.81,10.94,19.09,1.66,1.41,6.56,19.25,49.81,75.11,79.89
12.93,9.07,32.15,17.7,23.6,3.04,15.28,14.32,1.48,20.93,0.19,0.46,4.94,15.05,32.15,55.15,82.82
31.73,22.69,23.1,14.21,14.29,29.78,3.49,16.78,24.39,12.12,7.74,1.04,1.73,19.26,31.73,66.21,78.27
2.7,0.39,31.59,16.72,1.62,2.31,39.0,29.33,3.82,11.28,0.1,0.9,0.18,13.88,39.0,61.77,91.03
3.3,12.1,9.03,12.87,48.57,22.59,9.43,51.99,20.66,40.8,0.68,2.13,19.82,23.13,51.99,90.31,73.94
0.7,15.57,22.03,30.3,16.77,8.26,3.14,13.83,1.45,6.43,0.01,0.26,1.08,11.85,30.3,47.33,88.92
0.43,8.72,13.05,20.83,6.0,6.45,22.19,72.12,14.98,40.55,0.06,1.43,2.43,20.53,72.12,91.21,83.78
9.83,15.74,18.16,25.21,8.31,4.57,12.36,28.22,1.77,8.22,0.17,0.56,0.68,13.24,28.22,49.19,91.39
20.55,33.8,0.84,34.22,8.26,6.36,26.87,2.82,4.57,18.88,0.94,1.71,1.56,15.72,34.22,62.87,84.11
14.43,13.38,17.12,19.33,33.06,5.68,5.59,28.89,18.32,14.01,2.64,0.32,4.63,16.98,33.06,59.81,81.86
